Timestamp,PM2.5,PM10
2021-01-03 00:11:14.921,3,3
2021-01-03 00:11:16.378,5,5
2021-01-03 00:11:17.106,5,5
2021-01-03 00:11:19.267,5,5
2021-01-03 00:11:20.725,5,5
2021-01-03 00:11:23.612,3,3
2021-01-03 00:11:25.072,3,3
2021-01-03 00:11:26.502,3,3
2021-01-03 00:11:27.231,3,3
2021-01-03 00:11:27.959,3,3
2021-01-03 00:11:30.120,3,3
2021-01-03 00:11:30.849,2,2
2021-01-03 00:11:31.578,2,2
2021-01-03 00:11:32.306,2,2
2021-01-03 00:11:34.465,2,2
2021-01-03 00:11:35.194,2,2
2021-01-03 00:11:35.923,2,2
2021-01-03 00:11:36.651,2,2
2021-01-03 00:11:38.811,2,2
2021-01-03 00:11:39.540,2,2
2021-01-03 00:11:40.999,1,1
2021-01-03 00:11:42.429,1,1
2021-01-03 00:11:43.886,1,1
2021-01-03 00:11:45.346,1,1
2021-01-03 00:11:46.776,1,1
2021-01-03 00:11:47.505,1,1
2021-01-03 00:11:48.962,1,1
2021-01-03 00:11:50.392,1,1
2021-01-03 00:11:51.121,1,1
2021-01-03 00:11:51.850,0,0
2021-01-03 00:11:52.578,0,0
2021-01-03 00:11:53.307,1,1
2021-01-03 00:11:54.737,1,1
2021-01-03 00:11:55.465,1,1
2021-01-03 00:11:56.926,1,1
2021-01-03 00:11:58.355,1,1
2021-01-03 00:11:59.813,1,1
2021-01-03 00:12:00.542,1,1
2021-01-03 00:12:01.273,1,1
2021-01-03 00:12:06.318,2,2
2021-01-03 00:12:07.050,2,2
2021-01-03 00:12:07.778,2,2
2021-01-03 00:12:08.507,2,2
2021-01-03 00:12:09.236,1,1
2021-01-03 00:12:11.395,1,1
2021-01-03 00:12:12.855,0,0
2021-01-03 00:12:13.583,0,0
2021-01-03 00:12:15.013,1,1
2021-01-03 00:12:15.742,1,1
2021-01-03 00:12:17.202,1,1
2021-01-03 00:12:18.632,1,1
2021-01-03 00:12:19.361,1,1
2021-01-03 00:12:20.090,0,0
2021-01-03 00:12:20.818,0,0
2021-01-03 00:12:21.547,1,1
2021-01-03 00:12:24.437,1,1
2021-01-03 00:12:27.327,3,3
2021-01-03 00:12:28.055,3,3
2021-01-03 00:12:29.513,3,3
2021-01-03 00:12:30.943,3,3
2021-01-03 00:12:31.671,3,3
2021-01-03 00:12:32.403,2,2
2021-01-03 00:12:33.131,2,2
2021-01-03 00:12:35.290,3,3
2021-01-03 00:12:36.019,3,3
2021-01-03 00:12:39.642,3,3
2021-01-03 00:12:40.370,3,3
2021-01-03 00:12:41.098,2,2
2021-01-03 00:12:41.827,2,2
2021-01-03 00:12:43.988,2,2
2021-01-03 00:12:44.717,1,1
2021-01-03 00:12:46.876,1,1
2021-01-03 00:12:47.607,1,1
2021-01-03 00:12:49.065,1,1
2021-01-03 00:12:49.794,1,1
2021-01-03 00:12:51.224,1,1
2021-01-03 00:12:52.684,0,0
2021-01-03 00:12:53.413,0,0
2021-01-03 00:12:54.843,0,0
2021-01-03 00:12:55.571,1,1
2021-01-03 00:12:56.300,1,1
2021-01-03 00:12:57.029,1,1
2021-01-03 00:12:57.760,1,1
2021-01-03 00:12:59.190,1,1
2021-01-03 00:12:59.918,1,1
2021-01-03 00:13:00.647,1,1
2021-01-03 00:13:01.376,1,1
2021-01-03 00:13:02.805,1,1
2021-01-03 00:13:03.534,1,1
2021-01-03 00:13:05.720,1,1
2021-01-03 00:13:07.150,1,1
2021-01-03 00:13:08.610,1,1
2021-01-03 00:13:09.339,1,3
2021-01-03 00:13:10.067,1,3
2021-01-03 00:13:11.497,1,2
2021-01-03 00:13:12.226,1,2
2021-01-03 00:13:12.954,0,2
2021-01-03 00:13:13.777,0,2
2021-01-03 00:13:14.506,0,2
2021-01-03 00:13:15.936,0,2
2021-01-03 00:13:18.122,0,2
2021-01-03 00:13:19.555,0,2
2021-01-03 00:13:20.283,1,5
2021-01-03 00:13:21.012,1,5
2021-01-03 00:13:21.741,1,5
2021-01-03 00:13:22.470,1,5
2021-01-03 00:13:23.900,1,5
2021-01-03 00:13:24.629,1,5
2021-01-03 00:13:25.357,1,5
2021-01-03 00:13:26.086,1,5
2021-01-03 00:13:27.516,1,2
2021-01-03 00:13:28.973,1,2
2021-01-03 00:13:29.704,1,2
2021-01-03 00:13:30.433,1,2
2021-01-03 00:13:32.592,0,1
2021-01-03 00:13:33.321,0,1
2021-01-03 00:13:34.049,0,1
2021-01-03 00:13:36.211,0,1
2021-01-03 00:13:36.940,0,1
2021-01-03 00:13:38.397,0,0
2021-01-03 00:13:39.827,0,0
2021-01-03 00:13:41.284,1,1
2021-01-03 00:13:42.013,1,1
2021-01-03 00:13:42.742,1,1
2021-01-03 00:13:44.171,1,1
2021-01-03 00:13:44.900,1,1
2021-01-03 00:13:46.360,2,2
2021-01-03 00:13:47.790,2,2
2021-01-03 00:13:48.519,2,2
2021-01-03 00:13:49.247,2,2
2021-01-03 00:13:49.976,2,2
2021-01-03 00:13:50.707,2,2
2021-01-03 00:13:53.595,2,2
2021-01-03 00:13:54.324,2,2
2021-01-03 00:13:55.753,3,3
2021-01-03 00:13:56.484,5,5
2021-01-03 00:13:57.942,5,5
2021-01-03 00:13:59.372,5,5
2021-01-03 00:14:00.100,3,3
2021-01-03 00:14:01.560,5,5
2021-01-03 00:14:03.719,5,5
2021-01-03 00:14:04.447,2,2
2021-01-03 00:14:06.606,2,2
2021-01-03 00:14:07.338,2,2
2021-01-03 00:14:08.066,1,1
2021-01-03 00:14:08.795,1,1
2021-01-03 00:14:10.225,2,2
2021-01-03 00:14:10.954,2,2
2021-01-03 00:14:11.683,2,2
2021-01-03 00:14:12.415,2,2
2021-01-03 00:14:13.844,1,1
2021-01-03 00:14:14.573,1,1
2021-01-03 00:14:16.030,1,1
2021-01-03 00:14:18.192,2,2
2021-01-03 00:14:18.923,3,3
2021-01-03 00:14:20.381,3,3
